"Month_Year","Borough_SNT","Count"
2022-04-01,"Islington",2316
2022-05-01,"Islington",2688
2022-06-01,"Islington",2416
2022-07-01,"Islington",2528
2022-08-01,"Islington",2482
2022-09-01,"Islington",2426
2022-10-01,"Islington",2753
2022-11-01,"Islington",2526
2022-12-01,"Islington",2309
2023-01-01,"Islington",2544
2023-02-01,"Islington",2296
2023-03-01,"Islington",2669
2023-04-01,"Islington",2552
2023-05-01,"Islington",2719
2023-06-01,"Islington",2726
2023-07-01,"Islington",2700
2023-08-01,"Islington",2613
2023-09-01,"Islington",2545
2023-10-01,"Islington",2585
2023-11-01,"Islington",2534
2023-12-01,"Islington",2423
2024-01-01,"Islington",2540
2024-02-01,"Islington",2516
2024-03-01,"Islington",2359
2024-04-01,"Islington",2637
2024-05-01,"Islington",2799
2024-06-01,"Islington",2737
2024-07-01,"Islington",2774
2024-08-01,"Islington",2717
2024-09-01,"Islington",2914
2024-10-01,"Islington",2953
2024-11-01,"Islington",2857
2020-12-01,"Kensington and Chelsea",1613
2021-01-01,"Kensington and Chelsea",1211
2021-02-01,"Kensington and Chelsea",1271
2021-03-01,"Kensington and Chelsea",1429
2021-04-01,"Kensington and Chelsea",1577
2021-05-01,"Kensington and Chelsea",1759
2021-06-01,"Kensington and Chelsea",1697
2021-07-01,"Kensington and Chelsea",1767
2021-08-01,"Kensington and Chelsea",1686
2021-09-01,"Kensington and Chelsea",1936
2021-10-01,"Kensington and Chelsea",1982
2021-11-01,"Kensington and Chelsea",1908
2021-12-01,"Kensington and Chelsea",1840
2022-01-01,"Kensington and Chelsea",1906
2022-02-01,"Kensington and Chelsea",1681
2022-03-01,"Kensington and Chelsea",1930
2022-04-01,"Kensington and Chelsea",1786
2022-05-01,"Kensington and Chelsea",1840
2022-06-01,"Kensington and Chelsea",1851
2022-07-01,"Kensington and Chelsea",1937
2022-08-01,"Kensington and Chelsea",2358
2022-09-01,"Kensington and Chelsea",1786
2022-10-01,"Kensington and Chelsea",2024
2022-11-01,"Kensington and Chelsea",1964
2022-12-01,"Kensington and Chelsea",1782
2023-01-01,"Kensington and Chelsea",1843
2023-02-01,"Kensington and Chelsea",1627
2023-03-01,"Kensington and Chelsea",1865
2023-04-01,"Kensington and Chelsea",1855
2023-05-01,"Kensington and Chelsea",2056
2023-06-01,"Kensington and Chelsea",2068
2023-07-01,"Kensington and Chelsea",2022
2023-08-01,"Kensington and Chelsea",2610
2023-09-01,"Kensington and Chelsea",2077
2023-10-01,"Kensington and Chelsea",2176
2023-11-01,"Kensington and Chelsea",2190
2023-12-01,"Kensington and Chelsea",1919
2024-01-01,"Kensington and Chelsea",1954
2024-02-01,"Kensington and Chelsea",2054
2024-03-01,"Kensington and Chelsea",1935
2024-04-01,"Kensington and Chelsea",1947
2024-05-01,"Kensington and Chelsea",1965
2024-06-01,"Kensington and Chelsea",1931
2024-07-01,"Kensington and Chelsea",1868
2024-08-01,"Kensington and Chelsea",2565
2024-09-01,"Kensington and Chelsea",1969
2024-10-01,"Kensington and Chelsea",2258
2024-11-01,"Kensington and Chelsea",2174
2020-12-01,"Kingston upon Thames",904
2021-01-01,"Kingston upon Thames",802
2021-02-01,"Kingston upon Thames",742
2021-03-01,"Kingston upon Thames",885
2021-04-01,"Kingston upon Thames",1009
2021-05-01,"Kingston upon Thames",985
2021-06-01,"Kingston upon Thames",1245
2021-07-01,"Kingston upon Thames",1152
2021-08-01,"Kingston upon Thames",1015
2021-09-01,"Kingston upon Thames",1120
2021-10-01,"Kingston upon Thames",1175
2021-11-01,"Kingston upon Thames",1159
2021-12-01,"Kingston upon Thames",1165
2022-01-01,"Kingston upon Thames",1123
2022-02-01,"Kingston upon Thames",1016
2022-03-01,"Kingston upon Thames",1172
2022-04-01,"Kingston upon Thames",1029
2022-05-01,"Kingston upon Thames",1179
2022-06-01,"Kingston upon Thames",1099
2022-07-01,"Kingston upon Thames",1010
2022-08-01,"Kingston upon Thames",999
2022-09-01,"Kingston upon Thames",1062
2022-10-01,"Kingston upon Thames",1136
2022-11-01,"Kingston upon Thames",1171
2022-12-01,"Kingston upon Thames",1038
2023-01-01,"Kingston upon Thames",1145
2023-02-01,"Kingston upon Thames",1098
2023-03-01,"Kingston upon Thames",1191
2023-04-01,"Kingston upon Thames",1086
2023-05-01,"Kingston upon Thames",1182
2023-06-01,"Kingston upon Thames",1181
2023-07-01,"Kingston upon Thames",1162
2023-08-01,"Kingston upon Thames",1143
2023-09-01,"Kingston upon Thames",1113
2023-10-01,"Kingston upon Thames",1103
2023-11-01,"Kingston upon Thames",1087
2023-12-01,"Kingston upon Thames",1017
2024-01-01,"Kingston upon Thames",1039
2024-02-01,"Kingston upon Thames",1045
2024-03-01,"Kingston upon Thames",939
2024-04-01,"Kingston upon Thames",957
2024-05-01,"Kingston upon Thames",932
2024-06-01,"Kingston upon Thames",1078
2024-07-01,"Kingston upon Thames",1144
2024-08-01,"Kingston upon Thames",1080
2024-09-01,"Kingston upon Thames",1028
2024-10-01,"Kingston upon Thames",1056
2024-11-01,"Kingston upon Thames",1069
2020-12-01,"Lambeth",2491
2021-01-01,"Lambeth",2331
2021-02-01,"Lambeth",2356
2021-03-01,"Lambeth",2876
2021-04-01,"Lambeth",2772
2021-05-01,"Lambeth",3032
2021-06-01,"Lambeth",3166
2021-07-01,"Lambeth",3213
2021-08-01,"Lambeth",3024
2021-09-01,"Lambeth",3347
2021-10-01,"Lambeth",3446
2021-11-01,"Lambeth",3195
2021-12-01,"Lambeth",2670
2022-01-01,"Lambeth",2917
2022-02-01,"Lambeth",2751
2022-03-01,"Lambeth",3075
2022-04-01,"Lambeth",2742
2022-05-01,"Lambeth",3156
2022-06-01,"Lambeth",3209
2022-07-01,"Lambeth",3388
2022-08-01,"Lambeth",3265
2022-09-01,"Lambeth",2956
2022-10-01,"Lambeth",3177
2022-11-01,"Lambeth",2933
2022-12-01,"Lambeth",2751
2023-01-01,"Lambeth",3041
2023-02-01,"Lambeth",2802
2023-03-01,"Lambeth",3035
2023-04-01,"Lambeth",3082
2023-05-01,"Lambeth",3297
2023-06-01,"Lambeth",3447
2023-07-01,"Lambeth",3407
2023-08-01,"Lambeth",3304
2023-09-01,"Lambeth",3209
2023-10-01,"Lambeth",3227
2023-11-01,"Lambeth",3179
2023-12-01,"Lambeth",3249
2024-01-01,"Lambeth",3121
2024-02-01,"Lambeth",3141
2024-03-01,"Lambeth",3279
2024-04-01,"Lambeth",3204
2024-05-01,"Lambeth",3513
2024-06-01,"Lambeth",3596
2024-07-01,"Lambeth",3503
2024-08-01,"Lambeth",3529
2024-09-01,"Lambeth",3611
2024-10-01,"Lambeth",3625
2024-11-01,"Lambeth",3318
2020-12-01,"Lewisham",2284
2021-01-01,"Lewisham",2266
2021-02-01,"Lewisham",2048
2021-03-01,"Lewisham",2431
2021-04-01,"Lewisham",2346
2021-05-01,"Lewisham",2546
2021-06-01,"Lewisham",2560
2021-07-01,"Lewisham",2538
2021-08-01,"Lewisham",2257
2021-09-01,"Lewisham",2457
2021-10-01,"Lewisham",2774
2021-11-01,"Lewisham",2579
2021-12-01,"Lewisham",2390
2022-01-01,"Lewisham",2488
2022-02-01,"Lewisham",2366
2022-03-01,"Lewisham",2726
2022-04-01,"Lewisham",2357
2022-05-01,"Lewisham",2583
2022-06-01,"Lewisham",2606
2022-07-01,"Lewisham",2668
2022-08-01,"Lewisham",2638
2022-09-01,"Lewisham",2542
2022-10-01,"Lewisham",2611
2022-11-01,"Lewisham",2386
2022-12-01,"Lewisham",2404
2023-01-01,"Lewisham",2539
2023-02-01,"Lewisham",2423
2023-03-01,"Lewisham",2740
2023-04-01,"Lewisham",2548
2023-05-01,"Lewisham",2825
2023-06-01,"Lewisham",3037
2023-07-01,"Lewisham",2824
2023-08-01,"Lewisham",2839
2023-09-01,"Lewisham",2758
2023-10-01,"Lewisham",2501
2023-11-01,"Lewisham",2544
2023-12-01,"Lewisham",2509
2024-01-01,"Lewisham",2597
2024-02-01,"Lewisham",2479
2024-03-01,"Lewisham",2661
2024-04-01,"Lewisham",2607
2024-05-01,"Lewisham",2720
2024-06-01,"Lewisham",2815
2024-07-01,"Lewisham",2984
2024-08-01,"Lewisham",2678
2024-09-01,"Lewisham",2726
2024-10-01,"Lewisham",2957
2024-11-01,"Lewisham",2809
2020-12-01,"Merton",1105
2021-01-01,"Merton",1101
2021-02-01,"Merton",972
2021-03-01,"Merton",1272
2021-04-01,"Merton",1147
2021-05-01,"Merton",1180
2021-06-01,"Merton",1288
2021-07-01,"Merton",1251
2021-08-01,"Merton",1190
2021-09-01,"Merton",1270
2021-10-01,"Merton",1356
2021-11-01,"Merton",1184
2021-12-01,"Merton",1116
2022-01-01,"Merton",1189
2022-02-01,"Merton",1161
2022-03-01,"Merton",1342
2022-04-01,"Merton",1190
2022-05-01,"Merton",1334
2022-06-01,"Merton",1363
2022-07-01,"Merton",1437
2022-08-01,"Merton",1240
2022-09-01,"Merton",1296
2022-10-01,"Merton",1349
2022-11-01,"Merton",1268
2022-12-01,"Merton",1115
2023-01-01,"Merton",1233
2023-02-01,"Merton",1125
2023-03-01,"Merton",1258
2023-04-01,"Merton",1170
2023-05-01,"Merton",1328
2023-06-01,"Merton",1391
2023-07-01,"Merton",1387
2023-08-01,"Merton",1244
2023-09-01,"Merton",1404
2023-10-01,"Merton",1346
2023-11-01,"Merton",1251
2023-12-01,"Merton",1212
2024-01-01,"Merton",1266
2024-02-01,"Merton",1208
2024-03-01,"Merton",1119
2024-04-01,"Merton",1186
2024-05-01,"Merton",1215
2024-06-01,"Merton",1226
2024-07-01,"Merton",1346
2024-08-01,"Merton",1263
2024-09-01,"Merton",1347
2024-10-01,"Merton",1298
2024-11-01,"Merton",1284
2020-12-01,"Newham",3181
2021-01-01,"Newham",2778
2021-02-01,"Newham",2650
2021-03-01,"Newham",2992
2021-04-01,"Newham",2890
2021-05-01,"Newham",3085
2021-06-01,"Newham",3091
2021-07-01,"Newham",3230
2021-08-01,"Newham",2942
2021-09-01,"Newham",3168
2021-10-01,"Newham",3643
2021-11-01,"Newham",3306
2021-12-01,"Newham",3101
2022-01-01,"Newham",3359
2022-02-01,"Newham",3347
2022-03-01,"Newham",3553
2022-04-01,"Newham",3091
2022-05-01,"Newham",3382
2022-06-01,"Newham",3306
2022-07-01,"Newham",3242
2022-08-01,"Newham",3155
2022-09-01,"Newham",3148
2022-10-01,"Newham",3406
2022-11-01,"Newham",3377
2022-12-01,"Newham",2976
2023-01-01,"Newham",3179
2023-02-01,"Newham",2960
2023-03-01,"Newham",3238
2023-04-01,"Newham",3089
2023-05-01,"Newham",3374
2023-06-01,"Newham",3594
2023-07-01,"Newham",3461
2023-08-01,"Newham",3436
2023-09-01,"Newham",3582
2023-10-01,"Newham",3428
2023-11-01,"Newham",3767
2023-12-01,"Newham",3689
2024-01-01,"Newham",3428
2024-02-01,"Newham",3402
2024-03-01,"Newham",3448
2024-04-01,"Newham",3636
2024-05-01,"Newham",3489
2024-06-01,"Newham",3554
2024-07-01,"Newham",3596
2024-08-01,"Newham",3615
2024-09-01,"Newham",3755
2024-10-01,"Newham",3976
2024-11-01,"Newham",3862
2020-12-01,"Redbridge",2067
2021-01-01,"Redbridge",2020
2021-02-01,"Redbridge",1892
2021-03-01,"Redbridge",2166
2021-04-01,"Redbridge",2093
2021-05-01,"Redbridge",2358
2021-06-01,"Redbridge",2340
2021-07-01,"Redbridge",2383
2021-08-01,"Redbridge",2036
2021-09-01,"Redbridge",2127
2021-10-01,"Redbridge",2409
2021-11-01,"Redbridge",2413
2021-12-01,"Redbridge",2112
2022-01-01,"Redbridge",2187
2022-02-01,"Redbridge",2122
2022-03-01,"Redbridge",2325
2022-04-01,"Redbridge",2031
2022-05-01,"Redbridge",2322
2022-06-01,"Redbridge",2329
2022-07-01,"Redbridge",2179
2022-08-01,"Redbridge",2088
2022-09-01,"Redbridge",2129
2022-10-01,"Redbridge",2328
2022-11-01,"Redbridge",2223
2022-12-01,"Redbridge",2140
2023-01-01,"Redbridge",2165
2023-02-01,"Redbridge",2086
2023-03-01,"Redbridge",2244
2023-04-01,"Redbridge",2127
2023-05-01,"Redbridge",2366
2023-06-01,"Redbridge",2271
2023-07-01,"Redbridge",2232
2023-08-01,"Redbridge",2269
2023-09-01,"Redbridge",2299
2023-10-01,"Redbridge",2118
2023-11-01,"Redbridge",2093
2023-12-01,"Redbridge",2051
2024-01-01,"Redbridge",2163
2024-02-01,"Redbridge",2173
2024-03-01,"Redbridge",2124
2024-04-01,"Redbridge",1940
2024-05-01,"Redbridge",2200
2024-06-01,"Redbridge",2158
2024-07-01,"Redbridge",2272
2024-08-01,"Redbridge",2085
2024-09-01,"Redbridge",2052
2024-10-01,"Redbridge",2272
2024-11-01,"Redbridge",2170
2020-12-01,"Richmond upon Thames",1009
2021-01-01,"Richmond upon Thames",864
2021-02-01,"Richmond upon Thames",862
2021-03-01,"Richmond upon Thames",1010
2021-04-01,"Richmond upon Thames",988
2021-05-01,"Richmond upon Thames",1042
2021-06-01,"Richmond upon Thames",1088
2021-07-01,"Richmond upon Thames",1020
2021-08-01,"Richmond upon Thames",968
2021-09-01,"Richmond upon Thames",1033
2021-10-01,"Richmond upon Thames",1033
2021-11-01,"Richmond upon Thames",1033
2021-12-01,"Richmond upon Thames",895
2022-01-01,"Richmond upon Thames",1068
2022-02-01,"Richmond upon Thames",934
2022-03-01,"Richmond upon Thames",1024
2022-04-01,"Richmond upon Thames",1048
2022-05-01,"Richmond upon Thames",1132
2022-06-01,"Richmond upon Thames",1044
2022-07-01,"Richmond upon Thames",996
2022-08-01,"Richmond upon Thames",1007
2022-09-01,"Richmond upon Thames",972
2022-10-01,"Richmond upon Thames",1066
2022-11-01,"Richmond upon Thames",1052
2022-12-01,"Richmond upon Thames",955
2023-01-01,"Richmond upon Thames",1024
2023-02-01,"Richmond upon Thames",1019
2023-03-01,"Richmond upon Thames",1112
2023-04-01,"Richmond upon Thames",994
2023-05-01,"Richmond upon Thames",1124
2023-06-01,"Richmond upon Thames",1078
2023-07-01,"Richmond upon Thames",1129
2023-08-01,"Richmond upon Thames",1158
2023-09-01,"Richmond upon Thames",1135
2023-10-01,"Richmond upon Thames",995
2023-11-01,"Richmond upon Thames",997
2023-12-01,"Richmond upon Thames",937
2024-01-01,"Richmond upon Thames",968
2024-02-01,"Richmond upon Thames",995
2024-03-01,"Richmond upon Thames",979
2024-04-01,"Richmond upon Thames",955
2024-05-01,"Richmond upon Thames",1084
2024-06-01,"Richmond upon Thames",1157
2024-07-01,"Richmond upon Thames",1142
2024-08-01,"Richmond upon Thames",1107
2024-09-01,"Richmond upon Thames",1072
2024-10-01,"Richmond upon Thames",1103
2024-11-01,"Richmond upon Thames",1202
2020-12-01,"Southwark",2716
2021-01-01,"Southwark",2347
2021-02-01,"Southwark",2550
2021-03-01,"Southwark",3017
2021-04-01,"Southwark",2864
2021-05-01,"Southwark",2955
2021-06-01,"Southwark",2998
2021-07-01,"Southwark",3160
2021-08-01,"Southwark",2762
2021-09-01,"Southwark",3127
2021-10-01,"Southwark",3230
2021-11-01,"Southwark",3078
2021-12-01,"Southwark",2729
2022-01-01,"Southwark",2804
2022-02-01,"Southwark",2730
2022-03-01,"Southwark",3111
2022-04-01,"Southwark",2997
2022-05-01,"Southwark",3389
2022-06-01,"Southwark",3307
2022-07-01,"Southwark",3455
2022-08-01,"Southwark",3235
2022-09-01,"Southwark",2967
2022-10-01,"Southwark",3077
2022-11-01,"Southwark",3180
2022-12-01,"Southwark",2868
2023-01-01,"Southwark",3132
2023-02-01,"Southwark",3009
2023-03-01,"Southwark",3150
2023-04-01,"Southwark",2997
2023-05-01,"Southwark",3519
2023-06-01,"Southwark",3760
2023-07-01,"Southwark",3542
2023-08-01,"Southwark",3343
2023-09-01,"Southwark",3562
2023-10-01,"Southwark",3144
2023-11-01,"Southwark",3425
2023-12-01,"Southwark",3318
2024-01-01,"Southwark",3388
2024-02-01,"Southwark",3170
2024-03-01,"Southwark",3224
2024-04-01,"Southwark",3220
2024-05-01,"Southwark",3398
2024-06-01,"Southwark",3328
2024-07-01,"Southwark",3370
2024-08-01,"Southwark",3520
2024-09-01,"Southwark",3766
2024-10-01,"Southwark",4064
2024-11-01,"Southwark",3788
2020-12-01,"Sutton",1054
2021-01-01,"Sutton",944
2021-02-01,"Sutton",969
2021-03-01,"Sutton",1139
2021-04-01,"Sutton",1096
2021-05-01,"Sutton",1150
2021-06-01,"Sutton",1315
2021-07-01,"Sutton",1221
2021-08-01,"Sutton",1098
2021-09-01,"Sutton",1231
2021-10-01,"Sutton",1245
2021-11-01,"Sutton",1399
2021-12-01,"Sutton",1238
2022-01-01,"Sutton",1190
2022-02-01,"Sutton",1149
2022-03-01,"Sutton",1341
2022-04-01,"Sutton",1090
2022-05-01,"Sutton",1313
2022-06-01,"Sutton",1277
2022-07-01,"Sutton",1239
2022-08-01,"Sutton",1351
2022-09-01,"Sutton",1222
2022-10-01,"Sutton",1180
2022-11-01,"Sutton",1204
2022-12-01,"Sutton",1087
2023-01-01,"Sutton",1301
2023-02-01,"Sutton",1171
2023-03-01,"Sutton",1139
2023-04-01,"Sutton",1102
2023-05-01,"Sutton",1204
2023-06-01,"Sutton",1265
2023-07-01,"Sutton",1265
2023-08-01,"Sutton",1093
2023-09-01,"Sutton",1179
2023-10-01,"Sutton",1166
2023-11-01,"Sutton",1128
2023-12-01,"Sutton",1186
2024-01-01,"Sutton",1334
2024-02-01,"Sutton",1115
2024-03-01,"Sutton",1129
2024-04-01,"Sutton",1015
2024-05-01,"Sutton",1236
2024-06-01,"Sutton",1120
2024-07-01,"Sutton",1326
2024-08-01,"Sutton",1131
2024-09-01,"Sutton",1180
2024-10-01,"Sutton",1277
2024-11-01,"Sutton",1154
2020-12-01,"Tower Hamlets",2755
2021-01-01,"Tower Hamlets",2857
2021-02-01,"Tower Hamlets",2548
2021-03-01,"Tower Hamlets",2978
2021-04-01,"Tower Hamlets",2902
2021-05-01,"Tower Hamlets",3236
2021-06-01,"Tower Hamlets",3102
2021-07-01,"Tower Hamlets",3181
2021-08-01,"Tower Hamlets",2852
2021-09-01,"Tower Hamlets",3143
2021-10-01,"Tower Hamlets",3337
2021-11-01,"Tower Hamlets",3208
2021-12-01,"Tower Hamlets",2675
2022-01-01,"Tower Hamlets",3011
2022-02-01,"Tower Hamlets",2828
2022-03-01,"Tower Hamlets",3214
2022-04-01,"Tower Hamlets",3027
2022-05-01,"Tower Hamlets",3278
2022-06-01,"Tower Hamlets",2905
2022-07-01,"Tower Hamlets",2980
2022-08-01,"Tower Hamlets",2975
2022-09-01,"Tower Hamlets",2962
2022-10-01,"Tower Hamlets",3110
2022-11-01,"Tower Hamlets",3123
2022-12-01,"Tower Hamlets",2711
2023-01-01,"Tower Hamlets",3139
2023-02-01,"Tower Hamlets",2923
2023-03-01,"Tower Hamlets",3410
2023-04-01,"Tower Hamlets",3074
2023-05-01,"Tower Hamlets",3223
2023-06-01,"Tower Hamlets",3176
2023-07-01,"Tower Hamlets",3483
2023-08-01,"Tower Hamlets",3295
2023-09-01,"Tower Hamlets",3323
2023-10-01,"Tower Hamlets",3372
2023-11-01,"Tower Hamlets",3430
2023-12-01,"Tower Hamlets",3363
2024-01-01,"Tower Hamlets",3091
2024-02-01,"Tower Hamlets",3139
2024-03-01,"Tower Hamlets",3058
2024-04-01,"Tower Hamlets",3003
2024-05-01,"Tower Hamlets",3297
2024-06-01,"Tower Hamlets",3148
2024-07-01,"Tower Hamlets",3522
2024-08-01,"Tower Hamlets",3841
2024-09-01,"Tower Hamlets",3523
2024-10-01,"Tower Hamlets",3550
2024-11-01,"Tower Hamlets",3520
2020-12-01,"Waltham Forest",2062
2021-01-01,"Waltham Forest",2048
2021-02-01,"Waltham Forest",1832
2021-03-01,"Waltham Forest",2169
2021-04-01,"Waltham Forest",2009
2021-05-01,"Waltham Forest",2283
2021-06-01,"Waltham Forest",2272
2021-07-01,"Waltham Forest",2184
2021-08-01,"Waltham Forest",2038
2021-09-01,"Waltham Forest",1989
2021-10-01,"Waltham Forest",2218
2021-11-01,"Waltham Forest",2288
2021-12-01,"Waltham Forest",1995
2022-01-01,"Waltham Forest",2246
2022-02-01,"Waltham Forest",2064
2022-03-01,"Waltham Forest",2299
2022-04-01,"Waltham Forest",1900
2022-05-01,"Waltham Forest",2212
2022-06-01,"Waltham Forest",2237
2022-07-01,"Waltham Forest",2205
2022-08-01,"Waltham Forest",2028
2022-09-01,"Waltham Forest",2160
2022-10-01,"Waltham Forest",2151
2022-11-01,"Waltham Forest",2136
2022-12-01,"Waltham Forest",1819
2023-01-01,"Waltham Forest",1961
2023-02-01,"Waltham Forest",1832
2023-03-01,"Waltham Forest",2129
2023-04-01,"Waltham Forest",1852
2023-05-01,"Waltham Forest",2102
2023-06-01,"Waltham Forest",2262
2023-07-01,"Waltham Forest",2218
2023-08-01,"Waltham Forest",2143
2023-09-01,"Waltham Forest",2222
2023-10-01,"Waltham Forest",2034
2023-11-01,"Waltham Forest",2204
2023-12-01,"Waltham Forest",2109
2024-01-01,"Waltham Forest",2042
2024-02-01,"Waltham Forest",2069
2024-03-01,"Waltham Forest",2135
2024-04-01,"Waltham Forest",2126
2024-05-01,"Waltham Forest",2294
2024-06-01,"Waltham Forest",2300
2024-07-01,"Waltham Forest",2346
2024-08-01,"Waltham Forest",2209
2024-09-01,"Waltham Forest",2205
2024-10-01,"Waltham Forest",2500
2024-11-01,"Waltham Forest",2437
2020-12-01,"Wandsworth",2145
2021-01-01,"Wandsworth",1938
2021-02-01,"Wandsworth",2094
2021-03-01,"Wandsworth",2273
2021-04-01,"Wandsworth",2225
2021-05-01,"Wandsworth",2274
2021-06-01,"Wandsworth",2293
2021-07-01,"Wandsworth",2408
2021-08-01,"Wandsworth",2171
2021-09-01,"Wandsworth",2439
2021-10-01,"Wandsworth",2646
2021-11-01,"Wandsworth",2412
2021-12-01,"Wandsworth",2157
2022-01-01,"Wandsworth",2141
2022-02-01,"Wandsworth",2181
2022-03-01,"Wandsworth",2330
2022-04-01,"Wandsworth",2018
2022-05-01,"Wandsworth",2351
2022-06-01,"Wandsworth",2311
2022-07-01,"Wandsworth",2267
2022-08-01,"Wandsworth",2301
2022-09-01,"Wandsworth",2139
2022-10-01,"Wandsworth",2180
2022-11-01,"Wandsworth",2236
2022-12-01,"Wandsworth",1971
2023-01-01,"Wandsworth",2084
2023-02-01,"Wandsworth",2067
2023-03-01,"Wandsworth",2346
2023-04-01,"Wandsworth",2143
2023-05-01,"Wandsworth",2584
2023-06-01,"Wandsworth",2580
2023-07-01,"Wandsworth",2614
2023-08-01,"Wandsworth",2376
2023-09-01,"Wandsworth",2398
2023-10-01,"Wandsworth",2528
2023-11-01,"Wandsworth",2300
2023-12-01,"Wandsworth",2365
2024-01-01,"Wandsworth",2401
2024-02-01,"Wandsworth",2262
2024-03-01,"Wandsworth",2353
2024-04-01,"Wandsworth",2140
2024-05-01,"Wandsworth",2304
2024-06-01,"Wandsworth",2326
2024-07-01,"Wandsworth",2437
2024-08-01,"Wandsworth",2303
2024-09-01,"Wandsworth",2360
2024-10-01,"Wandsworth",2259
2024-11-01,"Wandsworth",2338
2020-12-01,"Westminster",3847
2021-01-01,"Westminster",2392
2021-02-01,"Westminster",2279
2021-03-01,"Westminster",2907
2021-04-01,"Westminster",3481
2021-05-01,"Westminster",4329
2021-06-01,"Westminster",4614
2021-07-01,"Westminster",5376
2021-08-01,"Westminster",4783
2021-09-01,"Westminster",5022
2021-10-01,"Westminster",6451
2021-11-01,"Westminster",6151
2021-12-01,"Westminster",6260
2022-01-01,"Westminster",5723
2022-02-01,"Westminster",5666
2022-03-01,"Westminster",6472
2022-04-01,"Westminster",5887
2022-05-01,"Westminster",6441
2022-06-01,"Westminster",6473
2022-07-01,"Westminster",7393
2022-08-01,"Westminster",6452
2022-09-01,"Westminster",5934
2022-10-01,"Westminster",8015
2022-11-01,"Westminster",8434
2022-12-01,"Westminster",8762
2023-01-01,"Westminster",7879
2023-02-01,"Westminster",7368
2023-03-01,"Westminster",7438
2023-04-01,"Westminster",7060
2023-05-01,"Westminster",7641
2023-06-01,"Westminster",7904
2023-07-01,"Westminster",8043
2023-08-01,"Westminster",7276
2023-09-01,"Westminster",7071
2023-10-01,"Westminster",7891
2023-11-01,"Westminster",9868
2023-12-01,"Westminster",9940
2024-01-01,"Westminster",8118
2024-02-01,"Westminster",8398
2024-03-01,"Westminster",8145
2024-04-01,"Westminster",7484
2024-05-01,"Westminster",7165
2024-06-01,"Westminster",7633
2024-07-01,"Westminster",7445
2024-08-01,"Westminster",6994
2024-09-01,"Westminster",6940
2024-10-01,"Westminster",8443
2024-11-01,"Westminster",9463
2021-11-01,"City of London",682
2021-12-01,"City of London",558
2022-01-01,"City of London",527
2022-02-01,"City of London",529
2022-03-01,"City of London",610
2022-04-01,"City of London",591
2022-05-01,"City of London",643
2022-06-01,"City of London",611
2022-07-01,"City of London",665
2022-08-01,"City of London",687
2022-09-01,"City of London",603
2022-10-01,"City of London",707
2022-11-01,"City of London",677
2022-12-01,"City of London",659
2023-01-01,"City of London",641
2023-02-01,"City of London",702
2023-03-01,"City of London",620
2023-04-01,"City of London",656
2023-05-01,"City of London",721
2023-06-01,"City of London",667
2023-07-01,"City of London",612
2023-08-01,"City of London",649
2023-09-01,"City of London",666
2023-10-01,"City of London",750
2023-11-01,"City of London",732
2023-12-01,"City of London",711
2024-01-01,"City of London",623
2024-02-01,"City of London",736
2024-03-01,"City of London",663
2024-04-01,"City of London",780
2024-05-01,"City of London",806
2024-06-01,"City of London",742
2024-07-01,"City of London",749
2024-08-01,"City of London",720
2024-09-01,"City of London",638
2024-10-01,"City of London",771
